a;c;gamma;iterate
0.23074806693973238;1.0;0.1;735
0.23074806693973238;1.0;0.1;736
0.23074806693973238;1.0;0.1;737
0.23074806693973238;1.0;0.1;738
0.23074806693973238;1.0;0.1;739
0.23074806693973238;1.0;0.1;740
0.23074806693973238;1.0;0.1;741
0.23074806693973238;1.0;0.1;742
0.23074806693973238;1.0;0.1;743
0.23074806693973238;1.0;0.1;744
0.23074806693973238;1.0;0.1;745
0.23074806693973238;1.0;0.1;746
0.23074806693973238;1.0;0.1;747
0.23074806693973238;1.0;0.1;748
0.23074806693973238;1.0;0.1;749
0.23074806693973238;1.0;0.1;750
0.23074806693973238;1.0;0.1;751
0.23074806693973238;1.0;0.1;752
0.23074806693973238;1.0;0.1;753
0.23074806693973238;1.0;0.1;754
0.23074806693973238;1.0;0.1;755
0.23074806693973238;1.0;0.1;756
0.23074806693973238;1.0;0.1;757
0.23074806693973238;1.0;0.1;758
0.23074806693973238;1.0;0.1;759
0.23074806693973238;1.0;0.1;760
0.23074806693973238;1.0;0.1;761
0.23074806693973238;1.0;0.1;762
0.23074806693973238;1.0;0.1;763
0.23074806693973238;1.0;0.1;764
0.23074806693973238;1.0;0.1;765
0.23074806693973238;1.0;0.1;766
0.23074806693973238;1.0;0.1;767
0.23074806693973238;1.0;0.1;768
0.23074806693973238;1.0;0.1;769
0.23074806693973238;1.0;0.1;770
0.23074806693973238;1.0;0.1;771
0.23074806693973238;1.0;0.1;772
0.23074806693973238;1.0;0.1;773
0.23074806693973238;1.0;0.1;774
0.23074806693973238;1.0;0.1;775
0.23074806693973238;1.0;0.1;776
0.23074806693973238;1.0;0.1;777
0.23074806693973238;1.0;0.1;778
0.23074806693973238;1.0;0.1;779
0.23074806693973238;1.0;0.1;780
0.23074806693973238;1.0;0.1;781
0.23074806693973238;1.0;0.1;782
0.23074806693973238;1.0;0.1;783
0.23074806693973238;1.0;0.1;784
0.23074806693973238;1.0;0.1;785
0.23074806693973238;1.0;0.1;786
0.23074806693973238;1.0;0.1;787
0.23074806693973238;1.0;0.1;788
0.23074806693973238;1.0;0.1;789
0.23074806693973238;1.0;0.1;790
0.23074806693973238;1.0;0.1;791
0.23074806693973238;1.0;0.1;792
0.23074806693973238;1.0;0.1;793
0.23074806693973238;1.0;0.1;794
0.23074806693973238;1.0;0.1;795
0.23074806693973238;1.0;0.1;796
0.23074806693973238;1.0;0.1;797
0.23074806693973238;1.0;0.1;798
0.23074806693973238;1.0;0.1;799
0.23074806693973238;1.0;0.1;800
0.23074806693973238;1.0;0.1;801
0.23074806693973238;1.0;0.1;802
0.23074806693973238;1.0;0.1;803
0.23074806693973238;1.0;0.1;804
0.23074806693973238;1.0;0.1;805
0.23074806693973238;1.0;0.1;806
0.23074806693973238;1.0;0.1;807
0.23074806693973238;1.0;0.1;808
0.23074806693973238;1.0;0.1;809
0.23074806693973238;1.0;0.1;810
0.23074806693973238;1.0;0.1;811
0.23074806693973238;1.0;0.1;812
0.23074806693973238;1.0;0.1;813
0.23074806693973238;1.0;0.1;814
0.23074806693973238;1.0;0.1;815
0.23074806693973238;1.0;0.1;816
0.23074806693973238;1.0;0.1;817
0.23074806693973238;1.0;0.1;818
0.23074806693973238;1.0;0.1;819
0.23074806693973238;1.0;0.1;820
0.23074806693973238;1.0;0.1;821
0.23074806693973238;1.0;0.1;822
0.23074806693973238;1.0;0.1;823
0.23074806693973238;1.0;0.1;824
0.23074806693973238;1.0;0.1;825
0.23074806693973238;1.0;0.1;826
0.23074806693973238;1.0;0.1;827
0.23074806693973238;1.0;0.1;828
0.23074806693973238;1.0;0.1;829
0.23074806693973238;1.0;0.1;830
0.23074806693973238;1.0;0.1;831
0.23074806693973238;1.0;0.1;832
0.23074806693973238;1.0;0.1;833
0.23074806693973238;1.0;0.1;834
0.23074806693973238;1.0;0.1;835
0.23074806693973238;1.0;0.1;836
0.23074806693973238;1.0;0.1;837
0.23074806693973238;1.0;0.1;838
0.23074806693973238;1.0;0.1;839
0.23074806693973238;1.0;0.1;840
0.23074806693973238;1.0;0.1;841
0.23074806693973238;1.0;0.1;842
0.23074806693973238;1.0;0.1;843
0.23074806693973238;1.0;0.1;844
0.23074806693973238;1.0;0.1;845
0.23074806693973238;1.0;0.1;846
0.23074806693973238;1.0;0.1;847
0.23074806693973238;1.0;0.1;848
0.23074806693973238;1.0;0.1;849
0.23074806693973238;1.0;0.1;850
0.23074806693973238;1.0;0.1;851
0.23074806693973238;1.0;0.1;852
0.23074806693973238;1.0;0.1;853
0.23074806693973238;1.0;0.1;854
0.23074806693973238;1.0;0.1;855
0.23074806693973238;1.0;0.1;856
0.23074806693973238;1.0;0.1;857
0.23074806693973238;1.0;0.1;858
0.23074806693973238;1.0;0.1;859
0.23074806693973238;1.0;0.1;860
0.23074806693973238;1.0;0.1;861
0.23074806693973238;1.0;0.1;862
0.23074806693973238;1.0;0.1;863
0.23074806693973238;1.0;0.1;864
0.23074806693973238;1.0;0.1;865
0.23074806693973238;1.0;0.1;866
0.23074806693973238;1.0;0.1;867
0.23074806693973238;1.0;0.1;868
0.23074806693973238;1.0;0.1;869
0.23074806693973238;1.0;0.1;870
0.23074806693973238;1.0;0.1;871
0.23074806693973238;1.0;0.1;872
0.23074806693973238;1.0;0.1;873
0.23074806693973238;1.0;0.1;874
0.23074806693973238;1.0;0.1;875
0.23074806693973238;1.0;0.1;876
0.23074806693973238;1.0;0.1;877
0.23074806693973238;1.0;0.1;878
0.23074806693973238;1.0;0.1;879
0.23074806693973238;1.0;0.1;880
0.23074806693973238;1.0;0.1;881
0.23074806693973238;1.0;0.1;882
0.23074806693973238;1.0;0.1;883
0.23074806693973238;1.0;0.1;884
0.23074806693973238;1.0;0.1;885
0.23074806693973238;1.0;0.1;886
0.23074806693973238;1.0;0.1;887
0.23074806693973238;1.0;0.1;888
0.23074806693973238;1.0;0.1;889
0.23074806693973238;1.0;0.1;890
0.23074806693973238;1.0;0.1;891
0.23074806693973238;1.0;0.1;892
0.23074806693973238;1.0;0.1;893
0.23074806693973238;1.0;0.1;894
0.23074806693973238;1.0;0.1;895
0.23074806693973238;1.0;0.1;896
0.23074806693973238;1.0;0.1;897
0.23074806693973238;1.0;0.1;898
0.23074806693973238;1.0;0.1;899
0.23074806693973238;1.0;0.1;900
0.23074806693973238;1.0;0.1;901
0.23074806693973238;1.0;0.1;902
0.23074806693973238;1.0;0.1;903
0.23074806693973238;1.0;0.1;904
0.23074806693973238;1.0;0.1;905
0.23074806693973238;1.0;0.1;906
0.23074806693973238;1.0;0.1;907
0.23074806693973238;1.0;0.1;908
0.23074806693973238;1.0;0.1;909
0.23074806693973238;1.0;0.1;910
0.23074806693973238;1.0;0.1;911
0.23074806693973238;1.0;0.1;912
0.23074806693973238;1.0;0.1;913
0.23074806693973238;1.0;0.1;914
0.23074806693973238;1.0;0.1;915
0.23074806693973238;1.0;0.1;916
0.23074806693973238;1.0;0.1;917
0.23074806693973238;1.0;0.1;918
0.23074806693973238;1.0;0.1;919
0.23074806693973238;1.0;0.1;920
0.23074806693973238;1.0;0.1;921
0.23074806693973238;1.0;0.1;922
0.23074806693973238;1.0;0.1;923
0.23074806693973238;1.0;0.1;924
0.23074806693973238;1.0;0.1;925
0.23074806693973238;1.0;0.1;926
0.23074806693973238;1.0;0.1;927
0.23074806693973238;1.0;0.1;928
0.23074806693973238;1.0;0.1;929
0.23074806693973238;1.0;0.1;930
0.23074806693973238;1.0;0.1;931
0.23074806693973238;1.0;0.1;932
0.23074806693973238;1.0;0.1;933
0.23074806693973238;1.0;0.1;934
0.23074806693973238;1.0;0.1;935
0.23074806693973238;1.0;0.1;936
0.23074806693973238;1.0;0.1;937
0.23074806693973238;1.0;0.1;938
0.23074806693973238;1.0;0.1;939
0.23074806693973238;1.0;0.1;940
0.23074806693973238;1.0;0.1;941
0.23074806693973238;1.0;0.1;942
0.23074806693973238;1.0;0.1;943
0.23074806693973238;1.0;0.1;944
0.23074806693973238;1.0;0.1;945
0.23074806693973238;1.0;0.1;946
0.23074806693973238;1.0;0.1;947
0.23074806693973238;1.0;0.1;948
0.23074806693973238;1.0;0.1;949
0.23074806693973238;1.0;0.1;950
0.23074806693973238;1.0;0.1;951
0.23074806693973238;1.0;0.1;952
0.23074806693973238;1.0;0.1;953
0.23074806693973238;1.0;0.1;954
0.23074806693973238;1.0;0.1;955
0.23074806693973238;1.0;0.1;956
0.23074806693973238;1.0;0.1;957
0.23074806693973238;1.0;0.1;958
0.23074806693973238;1.0;0.1;959
0.23074806693973238;1.0;0.1;960
0.23074806693973238;1.0;0.1;961
0.23074806693973238;1.0;0.1;962
0.23074806693973238;1.0;0.1;963
0.23074806693973238;1.0;0.1;964
0.23074806693973238;1.0;0.1;965
0.23074806693973238;1.0;0.1;966
0.23074806693973238;1.0;0.1;967
0.23074806693973238;1.0;0.1;968
0.23074806693973238;1.0;0.1;969
0.23074806693973238;1.0;0.1;970
0.23074806693973238;1.0;0.1;971
0.23074806693973238;1.0;0.1;972
0.23074806693973238;1.0;0.1;973
0.23074806693973238;1.0;0.1;974
0.23074806693973238;1.0;0.1;975
0.23074806693973238;1.0;0.1;976
0.23074806693973238;1.0;0.1;977
0.23074806693973238;1.0;0.1;978
0.23074806693973238;1.0;0.1;979
0.23074806693973238;1.0;0.1;980
0.23074806693973238;1.0;0.1;981
0.23074806693973238;1.0;0.1;982
0.23074806693973238;1.0;0.1;983
0.23074806693973238;1.0;0.1;984
0.23074806693973238;1.0;0.1;985
0.23074806693973238;1.0;0.1;986
0.23074806693973238;1.0;0.1;987
0.23074806693973238;1.0;0.1;988
0.23074806693973238;1.0;0.1;989
0.23074806693973238;1.0;0.1;990
0.23074806693973238;1.0;0.1;991
0.23074806693973238;1.0;0.1;992
0.23074806693973238;1.0;0.1;993
0.23074806693973238;1.0;0.1;994
0.23074806693973238;1.0;0.1;995
0.23074806693973238;1.0;0.1;996
0.23074806693973238;1.0;0.1;997
0.23074806693973238;1.0;0.1;998
0.23074806693973238;1.0;0.1;999
0.23074806693973238;1.0;0.1;1000
0.23074806693973238;1.0;0.1;1001
0.23074806693973238;1.0;0.1;1002
0.23074806693973238;1.0;0.1;1003
0.23074806693973238;1.0;0.1;1004
0.23074806693973238;1.0;0.1;1005
